toxin,tau2,tau2_ci_lb,tau2_ci_ub,I2,H2,k,pooled,pooled_ci_lb,pooled_ci_ub
DA,5.797755259289647,2.825628204066624,14.695092248246379,0.5450725843646499,2.1981528605028195,44,52.79681053592684,14.189293088217617,196.4511681756167
STX,1.3785783527540971,0.520959783488398,5.601136910735205,0.7601550442333634,4.169360146864945,22,43.93161023565256,18.061961107102455,106.85364487571454
